"radii","id","mask","mass","clumpId","color:0","color:1","color:2","linVelVec:0","linVelVec:1","linVelVec:2","angVelVec:0","angVelVec:1","angVelVec:2","linVelLen","angVelLen","SPH_Rho","SPH_Press","SPH_Neigh","normalStress:0","normalStress:1","normalStress:2","shearStress:0","shearStress:1","shearStress:2","normalStressNorm","forceVec:0","forceVec:1","forceVec:2","forceLen","torqueVec:0","torqueVec:1","torqueVec:2","torqueLen","materialId","Points:0","Points:1","Points:2"
1.3964,0,1,23952,-1,1,0,0,0.0039999,-7.2063e-05,0,0,0,3.6318e-14,0.0040005,3.6318e-14,-1,0,5,4.8374e+06,1.3372e+06,0,0,0,0,5.0188e+06,162.08,2.3487e+05,0,2.3487e+05,0,0,-1.397e-09,1.397e-09,1,203.21,9.9226,0
1.1393,1,1,13008,-1,1,1,0,-0.0019128,0.00018008,0,0,0,-3.5412e-14,0.0019213,3.5412e-14,-1,0,5,3.1295e+06,-5.3066e+05,0,0,0,0,3.1742e+06,-178.19,1.2771e+05,0,1.2771e+05,0,0,6.206e-08,6.206e-08,1,347.73,18.194,0
1.6031,2,1,36238,-1,1,1,0,-0.46825,-0.020936,0,0,0,-1.796e-14,0.46871,1.796e-14,-1,0,6,4.6368e+06,3.0924e+05,0,0,0,0,4.6471e+06,2496.5,3.6236e+05,0,3.6237e+05,0,0,-1.2746e-07,1.2746e-07,1,594.74,26.469,0
1.4903,3,1,29118,-1,0.5,0.5,0.5,-0.069185,-0.012786,0,0,0,0.24652,0.070357,0.24652,-1,0,5,6.6257e+06,-8.8391e+05,0,0,0,0,6.6844e+06,-21725,2.6768e+05,0,2.6856e+05,0,0,5.9459e-07,5.9459e-07,1,708.07,2.1702,0
1.6041,4,1,36308,-1,0,1,0,0.0055838,-0.00077791,0,0,0,-2.4573e-14,0.0056377,2.4573e-14,-1,0,6,5.4031e+06,-3.7554e+05,0,0,0,0,5.4161e+06,-183.04,3.5602e+05,0,3.5602e+05,0,0,6.4028e-09,6.4028e-09,1,68.798,17.431,0
1.7296,5,1,45515,-1,0,1,0,0.0021545,-0.00010886,0,0,0,-6.0352e-14,0.0021572,6.0352e-14,-1,0,5,4.2371e+06,-1.0926e+06,0,0,0,0,4.3757e+06,77.464,4.4644e+05,0,4.4644e+05,0,0,-1.1612e-07,1.1612e-07,1,216.01,13.087,0
1.78,6,1,49607,-1,1,1,0,-0.039245,0.0063715,0,0,0,-5.1154e-14,0.039759,5.1154e-14,-1,0,5,3.0014e+06,-2.0945e+05,0,0,0,0,3.0087e+06,-9485.7,4.8844e+05,0,4.8854e+05,0,0,-7.2061e-08,7.2061e-08,1,395.35,18.899,0
1.3252,7,1,20473,-1,0.85,0.85,0.85,0.001415,-0.0005803,0,0,0,3.1387e-14,0.0015294,3.1387e-14,-1,0,5,1.2398e+06,1.5081e+06,0,0,0,0,1.9523e+06,-111.09,2.0092e+05,0,2.0092e+05,0,0,2.1537e-08,2.1537e-08,1,251.94,29.31,0
1.5208,8,1,30941,-1,1,0,1,-0.21918,0.020978,0,0,0,4.3029e-14,0.22018,4.3029e-14,-1,0,4,2.504e+06,-1.1802e+06,0,0,0,0,2.7682e+06,-5420.4,3.0209e+05,0,3.0213e+05,0,0,3.1316e-08,3.1316e-08,1,483.92,36.62,0
1.5247,9,1,31176,-1,1,0,1,-0.087312,0.02327,0,0,0,-4.411e-14,0.09036,4.411e-14,-1,0,5,7.282e+05,3.5985e+05,0,0,0,0,8.1226e+05,-2880.3,3.2555e+05,0,3.2556e+05,0,0,-5.8462e-08,5.8462e-08,1,740.57,48.758,0
1.2543,10,1,17360,-1,1,0,0,-0.24241,0.22097,0,0,0,-7.3602e-14,0.32801,7.3602e-14,-1,0,6,4.6213e+06,3.1302e+06,0,0,0,0,5.5816e+06,-54435,2.8798e+05,0,2.9308e+05,0,0,-3.1665e-07,3.1665e-07,1,772.86,25.739,0
1.6671,11,1,40759,-1,0.9,0.9,0.9,-0.31739,-0.037877,0,0,0,-2.6339e-14,0.31965,2.6339e-14,-1,0,4,-1.1178e+06,-1.144e+06,0,0,0,0,1.5994e+06,-19568,4.0094e+05,0,4.0142e+05,0,0,-4.7573e-07,4.7573e-07,1,621.58,50.31,0
1.5712,12,1,34119,-1,1,0,0,-0.028513,0.10093,0,0,0,-4.1147e-14,0.10488,4.1147e-14,-1,0,6,2.9204e+06,1.5547e+06,0,0,0,0,3.3084e+06,-52083,2.7648e+05,0,2.8134e+05,0,0,-3.021e-07,3.021e-07,1,764.16,16.798,0
1.687,13,1,42235,-1,1,0,0,-0.44515,0.011566,0,0,0,5.9269e-14,0.4453,5.9269e-14,-1,0,8,5.1337e+06,-8.664e+05,0,0,0,0,5.2063e+06,1055.4,4.1789e+05,0,4.1789e+05,0,0,5.6531e-07,5.6531e-07,1,576.17,13.876,0
1.0852,14,1,11242,-1,1,0,0,0.0051725,6.8956e-05,0,0,0,3.2703e-13,0.005173,3.2703e-13,-1,0,4,4.9774e+06,1.2811e+06,0,0,0,0,5.1396e+06,18.357,1.1034e+05,0,1.1034e+05,0,0,2.9337e-08,2.9337e-08,1,74.217,8.826,0
1.8468,15,1,55404,-1,0.85,0.85,0.85,-0.47091,0.058296,0,0,0,-1.5511e-14,0.4745,1.5511e-14,-1,0,7,2.2849e+06,-2.5244e+05,0,0,0,0,2.2988e+06,3984.4,5.6649e+05,0,5.6651e+05,0,0,-5.4803e-08,5.4803e-08,1,597.93,38.725,0
1.7293,16,1,45487,-1,0.5,0.5,0.5,-0.08347,0.0052619,0,0,0,0.245,0.083635,0.245,-1,0,7,5.2883e+06,-95039,0,0,0,0,5.2891e+06,-1.2871e+05,4.3038e+05,0,4.4921e+05,0,0,3.3603e-07,3.3603e-07,1,749.28,1.8419,0
1.0593,17,1,10457,-1,1,0,1,-0.44326,-0.011258,0,0,0,-4.8585e-14,0.4434,4.8585e-14,-1,0,5,-1.1449e+05,1.7647e+05,0,0,0,0,2.1035e+05,9468.4,1.1016e+05,0,1.1057e+05,0,0,-4.4354e-08,4.4354e-08,1,601.06,51.129,0
1.8338,18,1,54246,-1,0.5,0.5,0.5,0.00076636,-0.00011374,0,0,0,-0.00047054,0.00077475,0.00047054,-1,0,6,3.7353e+06,1.3431e+05,0,0,0,0,3.7377e+06,350.95,5.3207e+05,0,5.3207e+05,0,0,-443.53,443.53,1,227.15,1.7431,0
1.7808,19,1,49680,-1,1,1,0,-0.0068184,-0.00017223,0,0,0,-6.6488e-14,0.0068206,6.6488e-14,-1,0,6,2.4658e+06,1.3233e+06,0,0,0,0,2.7985e+06,-2662.4,4.8712e+05,0,4.8713e+05,0,0,2.7799e-07,2.7799e-07,1,367.48,20.196,0
1.6341,20,1,38385,-1,0,1,0,0.0068081,-4.4538e-05,0,0,0,-1.709e-14,0.0068083,1.709e-14,-1,0,6,4.8428e+06,3.086e+05,0,0,0,0,4.8526e+06,-564.19,3.7638e+05,0,3.7638e+05,0,0,-9.1852e-08,9.1852e-08,1,79.233,12.579,0
1.7109,21,1,44051,-1,0,1,0,-0.091548,-0.018641,0,0,0,1.0245e-14,0.093426,1.0245e-14,-1,0,6,4.3206e+06,-2.0648e+05,0,0,0,0,4.3256e+06,-7367.4,4.3656e+05,0,4.3662e+05,0,0,3.3132e-07,3.3132e-07,1,732.98,16.481,0
1.428,22,1,25612,-1,0,1,1,0.0019967,-0.00010292,0,0,0,-8.8946e-15,0.0019993,8.8946e-15,-1,0,6,1.9393e+06,-1.7732e+06,0,0,0,0,2.6278e+06,-161.29,2.5108e+05,0,2.5108e+05,0,0,-1.803e-08,1.803e-08,1,37.452,35.8,0
1.7733,23,1,49055,-1,0,1,0,-0.074773,0.017501,0,0,0,2.4091e-14,0.076794,2.4091e-14,-1,0,9,3.3478e+06,1.3737e+06,0,0,0,0,3.6187e+06,6971.1,5.9451e+05,0,5.9456e+05,0,0,2.6845e-07,2.6845e-07,1,747.72,18.409,0
1.5399,24,1,32119,-1,0,1,1,0.0053226,0.00010269,0,0,0,3.4414e-14,0.0053235,3.4414e-14,-1,0,6,2.8424e+06,1.2286e+06,0,0,0,0,3.0966e+06,718.29,3.151e+05,0,3.151e+05,0,0,1.601e-07,1.601e-07,1,210.9,33.563,0
1.4744,25,1,28196,-1,0,1,1,0.003419,0.00066571,0,0,0,-6.8351e-15,0.0034832,6.8351e-15,-1,0,6,1.7354e+06,-7.3766e+05,0,0,0,0,1.8857e+06,397.5,2.7673e+05,0,2.7673e+05,0,0,4.4995e-08,4.4995e-08,1,228.96,35.871,0
1.36,26,1,22127,-1,0.5,0.5,0.5,0.00046295,-9.2849e-05,0,0,0,-6.6513e-14,0.00047217,6.6513e-14,-1,0,5,5.281e+06,2.7029e+05,0,0,0,0,5.288e+06,20.102,2.1698e+05,0,2.1698e+05,0,0,-1.2043e-07,1.2043e-07,1,256.36,3.9231,0
1.7641,27,1,48290,-1,1,1,0,-0.25011,0.023887,0,0,0,-2.4591e-14,0.25125,2.4591e-14,-1,0,6,2.5453e+06,1.1345e+05,0,0,0,0,2.5478e+06,-5752.3,4.7324e+05,0,4.7327e+05,0,0,-2.89e-07,2.89e-07,1,490.58,22.609,0
1.6061,28,1,36447,-1,1,0,0,-0.012234,-0.001305,0,0,0,-4.8248e-14,0.012303,4.8248e-14,-1,0,6,3.3172e+06,1.6918e+06,0,0,0,0,3.7237e+06,-2757.7,3.5762e+05,0,3.5764e+05,0,0,3.1672e-08,3.1672e-08,1,373.37,9.493,0
1.5583,29,1,33283,-1,0.85,0.85,0.85,-0.00048,0.00035244,0,0,0,-4.5945e-14,0.00059549,4.5945e-14,-1,0,5,2.8735e+06,-2.5204e+05,0,0,0,0,2.8845e+06,-333.65,3.2672e+05,0,3.2672e+05,0,0,2.1173e-08,2.1173e-08,1,336.55,29.832,0
