"radii","id","mask","mass","clumpId","color:0","color:1","color:2","linVelVec:0","linVelVec:1","linVelVec:2","angVelVec:0","angVelVec:1","angVelVec:2","linVelLen","angVelLen","SPH_Rho","SPH_Press","SPH_Neigh","normalStress:0","normalStress:1","normalStress:2","shearStress:0","shearStress:1","shearStress:2","normalStressNorm","forceVec:0","forceVec:1","forceVec:2","forceLen","torqueVec:0","torqueVec:1","torqueVec:2","torqueLen","materialId","Points:0","Points:1","Points:2"
1.2543,10,1,17360,-1,1,0,0,-0.1942,0.071224,0,0,0,2.0334e-13,0.20685,2.0334e-13,-1,0,6,1.3277e+06,-1.4903e+06,0,0,0,0,1.9959e+06,2627.5,1.9097e+05,0,1.9099e+05,0,0,-2.4345e-08,2.4345e-08,1,832.87,12.039,0
1.6671,11,1,40759,-1,0.9,0.9,0.9,-0.24871,0.0030063,0,0,0,1.5524e-14,0.24873,1.5524e-14,-1,0,3,2.3572e+05,2.6173e+05,0,0,0,0,3.5223e+05,-45205,3.9233e+05,0,3.9493e+05,0,0,7.3169e-08,7.3169e-08,1,655.46,44.137,0
1.5712,12,1,34119,-1,1,0,0,-0.096414,0.061253,0,0,0,9.5618e-14,0.11423,9.5618e-14,-1,0,6,4.0345e+06,4.4434e+05,0,0,0,0,4.0589e+06,-8130.3,3.3565e+05,0,3.3574e+05,0,0,5.3551e-08,5.3551e-08,1,821.52,6.9825,0
1.687,13,1,42235,-1,1,0,0,-0.19636,-0.0026337,0,0,0,-8.4815e-14,0.19638,8.4815e-14,-1,0,6,3.0846e+06,-9.3291e+05,0,0,0,0,3.2226e+06,-669.13,4.1562e+05,0,4.1562e+05,0,0,-2.4239e-07,2.4239e-07,1,600.91,10.298,0
1.0852,14,1,11242,-1,1,0,0,-0.010662,-0.00092547,0,0,0,-1.5448e-14,0.010702,1.5448e-14,-1,0,4,3.8707e+06,1.2837e+06,0,0,0,0,4.078e+06,-252.03,1.103e+05,0,1.103e+05,0,0,-3.8883e-08,3.8883e-08,1,77.02,8.8078,0
1.8468,15,1,55404,-1,0.85,0.85,0.85,-0.17663,0.0040572,0,0,0,-3.3944e-14,0.17668,3.3944e-14,-1,0,7,1.8462e+06,80209,0,0,0,0,1.8479e+06,-3731.3,5.407e+05,0,5.4071e+05,0,0,1.2947e-07,1.2947e-07,1,629.74,29.518,0
1.7293,16,1,45487,-1,0.5,0.5,0.5,-0.045984,0.011124,0,0,0,0.017543,0.04731,0.017543,-1,0,5,2.6895e+06,1.6112e+05,0,0,0,0,2.6943e+06,-49372,4.7571e+05,0,4.7827e+05,0,0,17046,17046,1,820.44,1.6884,0
1.0593,17,1,10457,-1,1,0,1,-0.19508,0.019328,0,0,0,-4.2319e-13,0.19603,4.2319e-13,-1,0,4,3.0642e+06,2.1026e+05,0,0,0,0,3.0714e+06,-659.45,1.073e+05,0,1.073e+05,0,0,-1.5603e-07,1.5603e-07,1,633.73,39.357,0
1.8338,18,1,54246,-1,0.5,0.5,0.5,-0.037033,-0.00015765,0,0,0,0.021232,0.037033,0.021232,-1,0,6,3.4111e+06,-4.7735e+05,0,0,0,0,3.4443e+06,2276.8,5.3182e+05,0,5.3182e+05,0,0,454.64,454.64,1,237.71,1.7392,0
1.7808,19,1,49680,-1,1,1,0,-0.057319,0.0021428,0,0,0,-5.9086e-15,0.057359,5.9086e-15,-1,0,5,2.5353e+06,1.4923e+06,0,0,0,0,2.9419e+06,-5107,4.8711e+05,0,4.8714e+05,0,0,4.1809e-08,4.1809e-08,1,382.59,19.98,0
1.6341,20,1,38385,-1,0,1,0,-0.012105,0.0003967,0,0,0,1.1562e-14,0.012112,1.1562e-14,-1,0,6,4.2554e+06,2.5239e+05,0,0,0,0,4.2629e+06,-966.71,3.767e+05,0,3.767e+05,0,0,2.6157e-09,2.6157e-09,1,82.209,12.42,0
1.7109,21,1,44051,-1,0,1,0,-0.17734,0.0027562,0,0,0,3.654e-14,0.17736,3.654e-14,-1,0,5,1.2451e+06,-3.3339e+05,0,0,0,0,1.289e+06,-4236.4,4.3973e+05,0,4.3975e+05,0,0,3.801e-07,3.801e-07,1,785.89,16.232,0
1.428,22,1,25612,-1,0,1,1,-0.0047258,0.0015357,0,0,0,-3.6411e-14,0.0049691,3.6411e-14,-1,0,6,3.4329e+06,1.809e+05,0,0,0,0,3.4377e+06,-201.62,2.5122e+05,0,2.5122e+05,0,0,-2.6077e-08,2.6077e-08,1,38.516,34.423,0
1.7733,23,1,49055,-1,0,1,0,-0.15975,-0.019523,0,0,0,6.4553e-14,0.16093,6.4553e-14,-1,0,6,3.2977e+06,4.2278e+05,0,0,0,0,3.3247e+06,-34927,4.6857e+05,0,4.6987e+05,0,0,5.113e-07,5.113e-07,1,804.4,12.635,0
1.5399,24,1,32119,-1,0,1,1,-0.039383,-0.0063658,0,0,0,-2.8821e-15,0.039894,2.8821e-15,-1,0,5,2.3171e+06,1.3674e+05,0,0,0,0,2.3211e+06,2429,3.1366e+05,0,3.1367e+05,0,0,1.6327e-08,1.6327e-08,1,220.1,32.281,0
1.4744,25,1,28196,-1,0,1,1,-0.039616,-0.012969,0,0,0,-1.1847e-14,0.041685,1.1847e-14,-1,0,6,1.6448e+06,-7.3931e+05,0,0,0,0,1.8033e+06,-921.67,2.7729e+05,0,2.7729e+05,0,0,8.1491e-09,8.1491e-09,1,238.23,34.367,0
1.36,26,1,22127,-1,0.5,0.5,0.5,-0.024879,-0.00066758,0,0,0,-8.1917e-14,0.024888,8.1917e-14,-1,0,5,3.6967e+06,-5.6385e+05,0,0,0,0,3.7394e+06,-42.025,2.1717e+05,0,2.1717e+05,0,0,-8.5274e-08,8.5274e-08,1,268.16,3.8433,0
1.7641,27,1,48290,-1,1,1,0,-0.1364,-0.0064558,0,0,0,-1.5041e-14,0.13656,1.5041e-14,-1,0,6,2.9614e+06,6.464e+05,0,0,0,0,3.0311e+06,-283.4,4.7278e+05,0,4.7278e+05,0,0,9.904e-08,9.904e-08,1,510.49,22.068,0
1.6061,28,1,36447,-1,1,0,0,-0.066247,-0.00090797,0,0,0,-1.5221e-14,0.066253,1.5221e-14,-1,0,6,3.1002e+06,6.9794e+05,0,0,0,0,3.1778e+06,-2268,3.5836e+05,0,3.5836e+05,0,0,-1.0757e-07,1.0757e-07,1,388.5,9.7016,0
1.5583,29,1,33283,-1,0.85,0.85,0.85,-0.037976,0.0069751,0,0,0,-2.5527e-14,0.038612,2.5527e-14,-1,0,6,2.8323e+06,1.1134e+05,0,0,0,0,2.8345e+06,-1812.7,3.2803e+05,0,3.2804e+05,0,0,9.5133e-10,9.5133e-10,1,350.13,29.084,0
1.3346,30,1,20912,-1,0.5,0.5,0.5,-0.17119,0.0055492,0,0,0,3.2295e-14,0.17128,3.2295e-14,-1,0,5,3.2342e+06,6.9366e+05,0,0,0,0,3.3078e+06,2133.8,2.0651e+05,0,2.0652e+05,0,0,2.6374e-07,2.6374e-07,1,673.8,4.0955,0
1.1297,31,1,12682,-1,0.9,0.9,0.9,-0.015337,0.0029376,0,0,0,-1.5617e-14,0.015615,1.5617e-14,-1,0,3,7.1894e+05,-6.5264e+05,0,0,0,0,9.7099e+05,-988.7,1.2461e+05,0,1.2461e+05,0,0,-2.9104e-09,2.9104e-09,1,95.911,44.849,0
1.4862,32,1,28876,-1,0.5,0.5,0.5,-0.029561,-0.0018602,0,0,0,-1.9997e-14,0.029619,1.9997e-14,-1,0,5,3.6191e+06,2.4507e+05,0,0,0,0,3.6274e+06,972.18,2.8284e+05,0,2.8284e+05,0,0,-4.9593e-08,4.9593e-08,1,246.16,3.4433,0
1.6814,33,1,41815,-1,0.85,0.85,0.85,-0.031707,0.006097,0,0,0,2.754e-14,0.032288,2.754e-14,-1,0,6,2.765e+06,1.1562e+06,0,0,0,0,2.997e+06,-2562,4.1043e+05,0,4.1044e+05,0,0,-4.2412e-08,4.2412e-08,1,326.83,25.836,0
1.1055,34,1,11884,-1,0,1,1,-0.0076337,0.00079453,0,0,0,-5.5625e-15,0.0076749,5.5625e-15,-1,0,4,4.9086e+05,4.9409e+05,0,0,0,0,6.9647e+05,-116.25,1.1662e+05,0,1.1662e+05,0,0,3.165e-10,3.165e-10,1,48.475,32.961,0
1.2825,35,1,18554,-1,0.5,0.5,0.5,-0.081652,-0.023831,0,0,0,2.2173e-14,0.085058,2.2173e-14,-1,0,6,2.0995e+06,-1.2361e+06,0,0,0,0,2.4363e+06,-13195,1.745e+05,0,1.75e+05,0,0,1.2107e-08,1.2107e-08,1,177.11,3.2501,0
1.8723,36,1,57734,-1,1,1,0,-0.074773,0.0020917,0,0,0,-1.4476e-14,0.074802,1.4476e-14,-1,0,6,1.7411e+06,-7.0233e+05,0,0,0,0,1.8775e+06,-2942.4,5.675e+05,0,5.6751e+05,0,0,-1.5902e-07,1.5902e-07,1,396.77,22.136,0
1.5538,37,1,33002,-1,0.85,0.85,0.85,-0.20166,-0.0035821,0,0,0,3.6729e-14,0.20169,3.6729e-14,-1,0,6,1.7684e+06,2.3118e+05,0,0,0,0,1.7834e+06,7129.1,3.2062e+05,0,3.207e+05,0,0,1.3805e-07,1.3805e-07,1,601.8,25.831,0
1.9397,38,1,64194,-1,1,0,1,-0.23478,-0.035076,0,0,0,7.5233e-15,0.23738,7.5233e-15,-1,0,6,2.4213e+06,-5.2496e+05,0,0,0,0,2.4776e+06,15813,6.1727e+05,0,6.1747e+05,0,0,2.4691e-07,2.4691e-07,1,689.27,37.438,0
1.2196,39,1,15959,-1,0.9,0.9,0.9,-0.23906,0.050943,0,0,0,-1.0306e-14,0.24443,1.0306e-14,-1,0,2,32540,-18087,0,0,0,0,37229,-3167.7,1.5703e+05,0,1.5706e+05,0,0,-6.8612e-09,6.8612e-09,1,558.18,47.937,0
1.0849,40,1,11233,-1,1,0,0,0.064781,-0.1062,0,0,0,-1.1716e-13,0.1244,1.1716e-13,-1,0,6,2.9034e+06,-4.2739e+05,0,0,0,0,2.9347e+06,-807.44,97201,0,97205,0,0,-8.7777e-08,8.7777e-08,1,197.3,5.7513,0
1.7175,41,1,44565,-1,1,1,0,-0.10282,0.01092,0,0,0,-6.177e-15,0.1034,6.177e-15,-1,0,6,3.8641e+06,18793,0,0,0,0,3.8641e+06,-1580.3,4.385e+05,0,4.3851e+05,0,0,-1.4174e-07,1.4174e-07,1,428.54,19.278,0
1.7324,42,1,45731,-1,0.85,0.85,0.85,-0.2331,0.010987,0,0,0,-2.8132e-14,0.23336,2.8132e-14,-1,0,6,4.2435e+06,1.7294e+05,0,0,0,0,4.2471e+06,-8325.4,4.523e+05,0,4.5238e+05,0,0,-1.2261e-07,1.2261e-07,1,556.51,28.044,0
1.2428,43,1,16887,-1,0.85,0.85,0.85,-0.0017813,-0.12111,0,0,0,-3.7547e-14,0.12112,3.7547e-14,-1,0,6,2.9344e+06,-3.4133e+05,0,0,0,0,2.9542e+06,-86607,2.0751e+05,0,2.2486e+05,0,0,-5.0175e-08,5.0175e-08,1,186.81,27.545,0
1.5572,44,1,33213,-1,0.9,0.9,0.9,0.041593,0.10259,0,0,0,-2.8664e-16,0.1107,2.8664e-16,-1,0,3,5.0149e+05,2.4996e+05,0,0,0,0,5.6034e+05,-36705,3.4005e+05,0,3.4202e+05,0,0,-6.8103e-09,6.8103e-09,1,200.39,45.244,0
1.4532,45,1,26997,-1,0,1,1,-0.21197,0.0056647,0,0,0,-3.1286e-15,0.21204,3.1286e-15,-1,0,4,1.8031e+06,4.4824e+05,0,0,0,0,1.858e+06,-23511,2.8914e+05,0,2.901e+05,0,0,-4.2142e-08,4.2142e-08,1,697.95,30.91,0
1.0657,46,1,10648,-1,1,0,1,-0.044515,0.0076891,0,0,0,5.4077e-13,0.045174,5.4077e-13,-1,0,4,9.0117e+05,1.1641e+06,0,0,0,0,1.4722e+06,-925.54,1.0501e+05,0,1.0501e+05,0,0,5.0961e-08,5.0961e-08,1,364.86,36.493,0
1.4494,47,1,26787,-1,0,1,0,-0.13275,0.0084721,0,0,0,4.5423e-14,0.13302,4.5423e-14,-1,0,6,3.7308e+06,5893.3,0,0,0,0,3.7308e+06,-803.51,2.6308e+05,0,2.6308e+05,0,0,6.9849e-10,6.9849e-10,1,464.43,14.854,0
1.9405,48,1,64273,-1,0.9,0.9,0.9,-0.021521,0.057282,0,0,0,1.6981e-14,0.061192,1.6981e-14,-1,0,6,8.6819e+05,-5.8369e+05,0,0,0,0,1.0462e+06,1.2408e+05,6.2455e+05,0,6.3676e+05,0,0,-1.6182e-08,1.6182e-08,1,885.25,43.396,0
1.4801,49,1,28523,-1,0.85,0.85,0.85,-0.23218,0.0044467,0,0,0,1.8311e-13,0.23222,1.8311e-13,-1,0,6,3.4277e+06,-1.2566e+06,0,0,0,0,3.6508e+06,-7792.8,3.0495e+05,0,3.0505e+05,0,0,2.103e-07,2.103e-07,1,718.4,26.344,0
1.4955,50,1,29422,-1,1,0,0,-0.24267,0.0087085,0,0,0,1.9567e-13,0.24283,1.9567e-13,-1,0,5,2.7312e+06,1.1911e+06,0,0,0,0,2.9796e+06,4674.7,2.9366e+05,0,2.937e+05,0,0,-2.161e-07,2.161e-07,1,570.12,7.6902,0
1.2854,51,1,18681,-1,0,1,0,0.0087829,0.010691,0,0,0,1.2249e-14,0.013836,1.2249e-14,-1,0,5,3.2755e+06,-5.8413e+05,0,0,0,0,3.3271e+06,-3495.4,1.4309e+05,0,1.4313e+05,0,0,3.6969e-08,3.6969e-08,1,172.67,12.261,0
1.0891,52,1,11364,-1,1,1,0,-0.22906,0.019098,0,0,0,-1.3054e-13,0.22986,1.3054e-13,-1,0,5,1.3812e+06,-3.8872e+05,0,0,0,0,1.4349e+06,-19125,1.1962e+05,0,1.2114e+05,0,0,-7.5568e-08,7.5568e-08,1,713.09,22.677,0
1.8183,53,1,52886,-1,0,1,0,-0.028489,0.010136,0,0,0,-1.1582e-14,0.030238,1.1582e-14,-1,0,7,3.3183e+06,1.5005e+06,0,0,0,0,3.6418e+06,-14600,5.379e+05,0,5.381e+05,0,0,-2.6164e-08,2.6164e-08,1,211.31,17.211,0
1.4964,54,1,29472,-1,1,0,1,-0.052636,0.013474,0,0,0,-7.5023e-14,0.054333,7.5023e-14,-1,0,5,2.7553e+06,5.9471e+05,0,0,0,0,2.8188e+06,-3257.6,2.8808e+05,0,2.881e+05,0,0,-2.6745e-08,2.6745e-08,1,366.36,38.386,0
1.7717,55,1,48917,-1,0,1,0,-0.19104,-0.0071191,0,0,0,7.6352e-15,0.19117,7.6352e-15,-1,0,6,2.0993e+06,99424,0,0,0,0,2.1017e+06,2996.9,4.5541e+05,0,4.5542e+05,0,0,1.3052e-07,1.3052e-07,1,702.37,14.821,0
1.6325,56,1,38269,-1,0.85,0.85,0.85,-0.25288,0.0036855,0,0,0,2.1653e-14,0.2529,2.1653e-14,-1,0,6,2.3608e+06,1.6456e+05,0,0,0,0,2.3666e+06,-23755,3.8274e+05,0,3.8348e+05,0,0,1.6211e-07,1.6211e-07,1,742.51,24.697,0
1.3043,57,1,19520,-1,0.5,0.5,0.5,-0.00921,-0.00016537,0,0,0,0.0072062,0.0092114,0.0072062,-1,0,5,3.0708e+06,1.2754e+06,0,0,0,0,3.3251e+06,-318.79,1.9149e+05,0,1.9149e+05,0,0,4.0696,4.0696,1,68.265,1.2195,0
1.6899,58,1,42450,-1,1,0,1,-0.22765,-0.035759,0,0,0,9.8261e-15,0.23044,9.8261e-15,-1,0,6,7.3591e+05,1.5509e+06,0,0,0,0,1.7166e+06,-1392.2,3.8857e+05,0,3.8857e+05,0,0,-1.4936e-07,1.4936e-07,1,802.16,37.419,0
1.2801,59,1,18453,-1,0,1,1,-0.2182,-0.049859,0,0,0,6.0212e-14,0.22383,6.0212e-14,-1,0,4,5.4055e+05,-6.7295e+05,0,0,0,0,8.6317e+05,-10098,1.8369e+05,0,1.8397e+05,0,0,-3.8999e-09,3.8999e-09,1,687.29,31.895,0
1.6184,60,1,37290,-1,1,0,1,-0.00069391,-0.0090669,0,0,0,4.0353e-14,0.0090934,4.0353e-14,-1,0,6,1.9455e+06,-1.7542e+05,0,0,0,0,1.9534e+06,-23693,3.433e+05,0,3.4412e+05,0,0,2.4767e-08,2.4767e-08,1,199.46,38.025,0
1.2375,61,1,16670,-1,1,0,1,-0.15228,-0.0044537,0,0,0,1.617e-13,0.15235,1.617e-13,-1,0,5,2.5802e+06,8.7781e+05,0,0,0,0,2.7254e+06,2643.8,1.632e+05,0,1.6322e+05,0,0,1.3885e-07,1.3885e-07,1,611.66,39.497,0
1.4435,62,1,26460,-1,0,1,0,-0.17578,6.1588e-05,0,0,0,8.298e-14,0.17578,8.298e-14,-1,0,5,3.2263e+06,-5.8348e+05,0,0,0,0,3.2786e+06,-4144.4,2.5952e+05,0,2.5956e+05,0,0,-5.6694e-08,5.6694e-08,1,534.33,12.738,0
1.6186,63,1,37302,-1,0,1,0,-0.18414,-0.0026223,0,0,0,-6.1739e-14,0.18416,6.1739e-14,-1,0,6,5.1364e+06,-6.5126e+05,0,0,0,0,5.1776e+06,6005.4,3.6236e+05,0,3.6241e+05,0,0,-1.3551e-07,1.3551e-07,1,640.27,12.111,0
1.2697,64,1,18005,-1,0.5,0.5,0.5,-0.21294,0.0010175,0,0,0,0.15527,0.21294,0.15527,-1,0,4,3.3212e+06,2.5398e+05,0,0,0,0,3.3309e+06,-26886,1.7802e+05,0,1.8004e+05,0,0,7798.5,7798.5,1,683.85,1.2609,0
1.5616,65,1,33501,-1,0.85,0.85,0.85,-0.0092809,-4.0388e-05,0,0,0,-1.3002e-14,0.009281,1.3002e-14,-1,0,5,1.5295e+06,-2.7685e+05,0,0,0,0,1.5544e+06,-349.77,3.2847e+05,0,3.2847e+05,0,0,3.2014e-09,3.2014e-09,1,63.447,26.843,0
1.2498,66,1,17171,-1,0.85,0.85,0.85,-0.27622,0.023561,0,0,0,2.732e-14,0.27723,2.732e-14,-1,0,5,4.1178e+06,1.6334e+06,0,0,0,0,4.4299e+06,-5188,1.8236e+05,0,1.8243e+05,0,0,1.952e-07,1.952e-07,1,903.23,26.772,0
1.938,67,1,64028,-1,1,0,0,-0.010846,-0.019724,0,0,0,1.5715e-15,0.022509,1.5715e-15,-1,0,7,3.196e+06,1.4048e+05,0,0,0,0,3.1991e+06,28371,6.0326e+05,0,6.0393e+05,0,0,8.8126e-08,8.8126e-08,1,209.51,7.2196,0
1.6566,68,1,39989,-1,0.5,0.5,0.5,-0.073502,-0.0038608,0,0,0,0.063919,0.073604,0.063919,-1,0,5,4.8681e+06,9.2449e+05,0,0,0,0,4.9551e+06,-53099,4.1465e+05,0,4.1804e+05,0,0,7031.7,7031.7,1,775.4,1.4865,0
1.4964,69,1,29472,-1,0.85,0.85,0.85,-0.10167,0.013957,0,0,0,-3.0755e-14,0.10262,3.0755e-14,-1,0,6,2.2575e+06,6.441e+05,0,0,0,0,2.3476e+06,-1985.2,2.8927e+05,0,2.8928e+05,0,0,1.5616e-07,1.5616e-07,1,427.32,26.006,0
1.2444,70,1,16950,-1,0,1,0,-0.021922,0.0007984,0,0,0,3.7979e-14,0.021936,3.7979e-14,-1,0,5,2.1694e+06,-47855,0,0,0,0,2.1699e+06,-999.25,1.6638e+05,0,1.6639e+05,0,0,1.0768e-09,1.0768e-09,1,115.33,16.328,0
1.1614,71,1,13780,-1,0.85,0.85,0.85,-0.037984,-0.0052451,0,0,0,2.1249e-14,0.038344,2.1249e-14,-1,0,5,1.1964e+06,-6.3521e+05,0,0,0,0,1.3546e+06,-454.59,1.3602e+05,0,1.3602e+05,0,0,-9.4151e-09,9.4151e-09,1,211.79,28.736,0
1.431,72,1,25779,-1,0,1,0,-0.021341,-0.0025627,0,0,0,1.5244e-14,0.021495,1.5244e-14,-1,0,6,7.2022e+05,4.0875e+05,0,0,0,0,8.2813e+05,46.688,2.5213e+05,0,2.5213e+05,0,0,1.0262e-07,1.0262e-07,1,284.53,12.605,0
1.6564,73,1,39975,-1,1,0,0,-0.21726,0.0090189,0,0,0,-1.9325e-14,0.21745,1.9325e-14,-1,0,7,1.3498e+06,-6.9578e+05,0,0,0,0,1.5185e+06,4948.1,3.9157e+05,0,3.916e+05,0,0,-2.7721e-07,2.7721e-07,1,583.44,11.134,0
1.5371,74,1,31948,-1,1,0,0,-0.13759,0.0053543,0,0,0,-2.6292e-13,0.1377,2.6292e-13,-1,0,5,2.4693e+06,6.8931e+05,0,0,0,0,2.5637e+06,-6709.5,3.2145e+05,0,3.2152e+05,0,0,-2.8635e-07,2.8635e-07,1,672.31,8.0908,0
1.8887,75,1,59269,-1,0.85,0.85,0.85,-0.17923,0.003346,0,0,0,1.2431e-14,0.17926,1.2431e-14,-1,0,5,34003,-40880,0,0,0,0,53173,-11810,5.8285e+05,0,5.8297e+05,0,0,1.1743e-07,1.1743e-07,1,542.05,24.981,0
1.8425,76,1,55018,-1,0.9,0.9,0.9,-0.025803,0.0052856,0,0,0,-1.1576e-15,0.026339,1.1576e-15,-1,0,3,5.2948e+05,47219,0,0,0,0,5.3158e+05,-6336.5,5.3931e+05,0,5.3934e+05,0,0,1.0012e-08,1.0012e-08,1,122.39,44.293,0
1.7318,77,1,45688,-1,1,0,0,-0.34898,0.068586,0,0,0,5.0113e-15,0.35566,5.0113e-15,-1,0,6,5.0013e+06,-1.1294e+06,0,0,0,0,5.1273e+06,-12530,4.422e+05,0,4.4238e+05,0,0,-1.5658e-07,1.5658e-07,1,910.51,11.941,0
1.5624,78,1,33547,-1,1,0,0,-0.028747,-0.0018203,0,0,0,6.6554e-15,0.028805,6.6554e-15,-1,0,5,2.0938e+06,-3.2981e+05,0,0,0,0,2.1196e+06,89.389,3.2712e+05,0,3.2712e+05,0,0,7.3167e-08,7.3167e-08,1,259.2,10.009,0
1.1801,79,1,14455,-1,0,1,0,-0.22462,0.012992,0,0,0,2.2147e-13,0.225,2.2147e-13,-1,0,5,3.1834e+06,-7.0241e+05,0,0,0,0,3.26e+06,2652.5,1.4457e+05,0,1.4459e+05,0,0,1.0813e-07,1.0813e-07,1,581.43,15.524,0
1.7353,80,1,45965,-1,0,1,0,0.003733,-0.14975,0,0,0,-4.5003e-15,0.1498,4.5003e-15,-1,0,7,2.8083e+06,-6.9904e+05,0,0,0,0,2.894e+06,56762,3.2383e+05,0,3.2876e+05,0,0,1.2247e-08,1.2247e-08,1,189.95,16.916,0
1.6566,81,1,39994,-1,0,1,0,-0.18825,0.042376,0,0,0,-2.2441e-14,0.19296,2.2441e-14,-1,0,5,2.8866e+06,2.8053e+05,0,0,0,0,2.9002e+06,-35737,4.0148e+05,0,4.0306e+05,0,0,-1.1991e-08,1.1991e-08,1,895.4,15.571,0
1.5944,82,1,35653,-1,0.85,0.85,0.85,-0.20099,0.0064734,0,0,0,-9.9878e-15,0.2011,9.9878e-15,-1,0,6,1.7674e+06,1.0019e+05,0,0,0,0,1.7702e+06,-8481,3.4876e+05,0,3.4887e+05,0,0,8.1607e-08,8.1607e-08,1,549.18,24.973,0
1.2598,83,1,17587,-1,0,1,1,-0.2794,0.024857,0,0,0,-2.9522e-13,0.2805,2.9522e-13,-1,0,5,2.4806e+06,1.0011e+06,0,0,0,0,2.675e+06,-67286,1.7592e+05,0,1.8835e+05,0,0,-3.3164e-08,3.3164e-08,1,724.2,33.035,0
1.7088,84,1,43894,-1,1,0,0,-0.1005,-0.0082816,0,0,0,-8.7066e-14,0.10084,8.7066e-14,-1,0,6,2.8769e+06,-1.1381e+06,0,0,0,0,3.0939e+06,-31831,4.2085e+05,0,4.2205e+05,0,0,-2.6042e-07,2.6042e-07,1,765.75,6.4422,0
1.555,85,1,33072,-1,0.85,0.85,0.85,-0.030087,0.028188,0,0,0,-3.2436e-14,0.041229,3.2436e-14,-1,0,5,2.8678e+06,-3.8878e+05,0,0,0,0,2.894e+06,-13879,4.7279e+05,0,4.7299e+05,0,0,-6.4261e-08,6.4261e-08,1,193.89,24.165,0
1.1837,86,1,14590,-1,0,1,0,-0.033259,-0.010301,0,0,0,-4.7726e-15,0.034818,4.7726e-15,-1,0,5,3.824e+06,-41548,0,0,0,0,3.8243e+06,224.58,1.4311e+05,0,1.4311e+05,0,0,-5.6316e-09,5.6316e-09,1,251.22,15.959,0
