"radii","id","mask","mass","clumpId","color:0","color:1","color:2","linVelVec:0","linVelVec:1","linVelVec:2","angVelVec:0","angVelVec:1","angVelVec:2","linVelLen","angVelLen","SPH_Rho","SPH_Press","SPH_Neigh","normalStress:0","normalStress:1","normalStress:2","shearStress:0","shearStress:1","shearStress:2","normalStressNorm","forceVec:0","forceVec:1","forceVec:2","forceLen","torqueVec:0","torqueVec:1","torqueVec:2","torqueLen","materialId","Points:0","Points:1","Points:2"
1.3964,0,1,23952,-1,1,0,0,0.0092883,0.23126,0,0,0,-3.8666e-14,0.23144,3.8666e-14,-1,0,5,4.077e+06,-1.1584e+06,0,0,0,0,4.2384e+06,-1.88e+05,1.6876e+05,0,2.5264e+05,0,0,-1.8394e-08,1.8394e-08,1,191.07,10.573,0
1.1393,1,1,13008,-1,1,1,0,-0.73499,0.047874,0,0,0,1.0296e-13,0.73655,1.0296e-13,-1,0,5,4.0837e+06,9.8166e+05,0,0,0,0,4.2e+06,5698.6,1.4132e+05,0,1.4144e+05,0,0,2.1857e-08,2.1857e-08,1,303.92,18.262,0
1.6031,2,1,36238,-1,1,1,0,-0.81706,0.0053371,0,0,0,1.2118e-15,0.81708,1.2118e-15,-1,0,7,1.0161e+06,1.7794e+05,0,0,0,0,1.0315e+06,1325.5,3.6193e+05,0,3.6193e+05,0,0,4.1473e-08,4.1473e-08,1,469.87,40.658,0
1.4903,3,1,29118,-1,0.5,0.5,0.5,-0.58809,0.0012738,0,0,0,0.4096,0.58809,0.4096,-1,0,7,4.9582e+06,-1.1792e+05,-1.524e+05,-300,-65673,65982,4.962e+06,-11008,2.8929e+05,7.2498e+05,7.8065e+05,-2.6933e+06,6.214e+05,6927.6,2.764e+06,1,573.15,1.3731,0
1.6041,4,1,36308,-1,0,1,0,0.10463,-0.026035,0,0,0,1.4723e-14,0.10783,1.4723e-14,-1,0,7,2.7508e+06,1.0673e+06,0,0,0,0,2.9506e+06,11234,3.5237e+05,0,3.5255e+05,0,0,3.993e-08,3.993e-08,1,58.781,23.291,0
1.7296,5,1,45515,-1,0,1,0,-0.19458,-0.16001,0,0,0,8.0323e-15,0.25192,8.0323e-15,-1,0,7,5.2247e+06,-4.2346e+05,0,0,0,0,5.2418e+06,7.0261e+05,1.7169e+05,0,7.2328e+05,0,0,-1.5332e-07,1.5332e-07,1,197.54,19.591,0
1.78,6,1,49607,-1,1,1,0,-0.74296,0.016591,0,0,0,-8.0639e-15,0.74315,8.0639e-15,-1,0,7,4.668e+06,2.1698e+06,0,0,0,0,5.1476e+06,477.1,4.8578e+05,0,4.8578e+05,0,0,2.0953e-07,2.0953e-07,1,346.3,27.036,0
1.3252,7,1,20473,-1,0.85,0.85,0.85,-0.41449,0.27476,0,0,0,4.6059e-15,0.49729,4.6059e-15,-1,0,7,3.896e+05,2.1149e+05,0,0,0,0,4.433e+05,-45963,1.3801e+05,0,1.4547e+05,0,0,9.808e-09,9.808e-09,1,225.8,45.404,0
1.5208,8,1,30941,-1,1,0,1,-0.81463,0.05557,0,0,0,8.6602e-15,0.81653,8.6602e-15,-1,0,5,39454,42488,0,0,0,0,57981,-13648,3.1234e+05,0,3.1264e+05,0,0,-1.1067e-08,1.1067e-08,1,402.18,62.433,0
1.5247,9,1,31176,-1,1,0,1,-0.53452,-0.097217,0,0,0,1.9371e-14,0.54329,1.9371e-14,-1,0,5,7.2048e+05,3.966e+05,0,0,0,0,8.2242e+05,-5631,2.9494e+05,0,2.95e+05,0,0,-1.5134e-09,1.5134e-09,1,587.55,65.003,0
