0,0.865577,0.0,1.0,1.0,602.345253333,35.9634127461,0.413886130079,-inf,-inf,inf,-inf,-inf,inf,inf,inf,-inf
1,0.818072,0.0,0.0,1.0,730.441666532,64.2207920114,-0.486971942761,1019766.12013,284587.085708,167916.081211,284137.768254,4397125.47944,-637164.687142,165839.16539,-637839.669115,1536288.52251
2,0.842238,1.0,0.0,0.0,119.565538879,6.10287460674,-0.442256833185,4747423.9216,-1162264.41757,422383.602623,-1162303.72539,1841191.74145,-396445.210571,422656.88837,-396548.587421,803320.392343
3,1.0622,0.5,0.5,0.5,754.07296246,7.65973900429,0.502617307044,11261300.2511,1063543.44495,-2974535.84746,1062723.09882,3780671.23227,-1088271.56103,-2964702.42302,-1093417.9934,19106095.4933
4,1.01113,1.0,0.0,0.0,498.545375725,7.72168263606,0.364685900547,6980379.65474,321940.860822,953118.470237,321760.756335,2272818.3155,-1302728.17577,954720.585025,-1302376.1154,6645084.15199
5,0.80911,0.9,0.9,0.9,315.414827079,35.6029450932,-0.454014981207,719385.687039,-673789.400573,-19453.1445404,-673802.87616,-528655.354624,272374.657639,-17677.9511011,272855.31429,51591.0907319
6,0.864073,1.0,0.0,0.0,155.910856554,7.01670016992,0.460751877332,5518368.62056,240917.989768,677347.949014,240875.893518,1807357.87463,-54012.5275395,677213.306138,-53946.7807483,2438243.65997
7,1.15941,0.0,1.0,0.0,568.573571716,10.4944041426,0.16473644425,13291512.0762,3256229.53877,-1185578.00167,3255571.6114,9395502.96336,-599833.47807,-1176222.44979,-598141.045386,4164632.86497
8,1.12767,0.0,1.0,1.0,497.089147109,25.9992106421,0.135451465178,5405719.33933,1311086.89852,660539.986427,1310893.80639,2512410.48717,375802.090257,660533.464438,375793.218441,279381.968566
9,0.933677,0.0,1.0,0.0,687.631763806,16.9596679959,-0.544240683856,5993809.4565,95794.2933328,905732.579792,95611.9689563,3927008.0747,-182591.543721,872617.5367,-159990.393381,10527721.3294
10,1.17871,1.0,0.0,0.0,210.502087343,8.94872462637,-0.0946609631117,12635690.0223,258380.611642,59031.3778239,258360.201139,9496944.13819,-404329.750331,58428.3597229,-404157.497342,1175250.2028
11,1.02498,1.0,0.0,0.0,257.332278726,6.33721880861,-0.25567565276,8821075.47468,-1366684.31265,147771.280067,-1366774.20526,4632004.72039,628214.395187,147128.861248,629300.757395,1162986.86638
12,1.13188,0.0,1.0,1.0,643.579240039,44.7880707818,0.133010760919,3115053.22519,930728.494511,-670814.598069,930447.096493,1808778.99592,-207421.044851,-670612.777255,-207509.780373,412926.242621
13,1.19281,1.0,1.0,0.0,624.330980951,18.3037015838,-0.132510045753,15726818.3667,2617803.55349,1269325.23301,2615035.22706,9870441.9888,428144.956955,1126928.65532,425620.723426,4638652.77666
14,0.836429,0.0,1.0,1.0,136.614297688,18.0125628674,0.467144598966,1046063.63936,-183251.603066,-131509.309358,-183288.583591,419064.049835,212768.446528,-131509.265782,212769.637541,1732114.08902
15,0.874109,0.9,0.9,0.9,221.517749979,34.8108180972,0.361527227229,38503.904584,241821.550841,65338.8832216,241767.49569,-419957.846748,-115.773120355,65339.3332729,-118.474929479,20762.1440349
16,1.0408,0.0,1.0,0.0,217.948873654,13.0223987882,-0.29655511565,7054350.16911,-2235346.24657,1053229.045,-2235364.95258,6165044.34154,-596247.651095,1052762.26818,-596306.645656,4296567.73219
17,0.89442,0.0,1.0,0.0,289.637317096,9.55371430792,0.431007118327,1284358.53308,1119454.22561,270848.77974,1119408.28622,770390.969328,-515209.629008,270616.596655,-514632.120584,2822525.19986
18,0.843682,0.9,0.9,0.9,341.763052152,33.8311427537,0.493956304722,2431957.95721,567403.82429,754422.723526,567965.723667,691366.792529,165686.197875,778456.402114,154435.213955,3269605.19193
19,0.955883,1.0,0.0,0.0,522.684316933,8.62616830422,0.346327892114,10379551.3315,551074.827211,2302.35555319,550690.120653,4113717.84235,995727.502847,3324.21873755,993761.960492,1778564.8239
20,1.16532,0.9,0.9,0.9,412.886072432,36.9132550605,0.109980927016,5111740.25789,-347561.426062,204014.821614,-347837.220089,2854885.15007,-710413.838295,203107.702832,-711249.849535,1131483.10072
21,1.00946,0.0,0.0,1.0,583.572909426,46.089083622,0.57044274307,7699281.79612,-115700.517464,828471.106782,-115881.667377,3931848.96894,-404698.661854,822662.602145,-405664.310032,18621997.9506
22,0.842618,0.0,1.0,1.0,752.071678777,43.0213929663,-0.463355946501,802977.775644,698869.298051,-274731.060661,698409.05431,1013935.68017,-314104.183799,-274716.778847,-314102.321088,1957524.02054
23,0.839318,0.15,0.15,0.15,690.273803305,58.8516070724,-0.464367318482,1275008.02431,586611.586577,256218.23999,586020.612526,1866760.98721,105290.796365,261938.450188,98008.6341241,1674146.80482
24,0.984247,0.0,1.0,1.0,459.750044799,17.3137384053,0.314583472393,6658703.27846,-357784.026376,745335.343075,-357894.089578,1001174.65697,426189.91693,745334.903229,426180.227798,1905003.44765
25,1.13842,0.0,0.0,1.0,241.397289212,45.2793678165,-0.129450912334,1550542.67187,-799575.092384,141920.107711,-799679.450531,428697.094654,-93002.3097967,140050.455138,-93995.1838032,491984.908341
26,0.815144,0.0,1.0,1.0,491.356083105,29.6394959855,-0.468023992478,961586.48133,228095.317465,30137.0197513,228034.736896,555111.9846,16511.5178668,30133.8216032,16507.2008452,808629.867791
27,1.05681,0.0,1.0,1.0,586.209586612,20.6441254596,-0.226948101513,2984474.17528,616643.133194,-280854.127864,616255.339518,460253.616441,-47164.840851,-280810.461673,-47186.9480765,1371840.5153
28,0.804956,0.0,1.0,1.0,44.8478552252,14.9202203285,-0.475072654675,992130.286912,-438655.283926,-26874.3452374,-438669.90669,943781.432884,-211277.776984,-26874.4139569,-211277.091808,721658.656441
29,0.950673,0.0,1.0,1.0,697.928014295,50.7058507423,-0.360140106766,2731420.68428,-587494.746149,552111.231195,-588339.003107,2847360.37036,-663087.391209,552220.395108,-663088.838765,2501375.27813
30,0.981041,1.0,0.0,0.0,482.731432939,5.1120428707,0.405127238439,5085082.61826,-755324.014775,345345.671237,-755429.087703,-1039483.77914,221540.824193,347294.478885,221109.707495,6487180.77344
31,0.984359,0.0,1.0,1.0,16.7977094935,23.6127865849,0.345258049666,3422154.8396,-25039.4239752,-96472.4185773,-25040.1446135,3215446.68174,-189337.591215,-96472.4275943,-189338.419282,3530158.90212
